Timestamp,Time_Left_Sec,Price_Stream,Strike_Price,Diff,Up_Price,Best_Bid,Best_Ask,Extra,Slug
2026-01-09T06:51:23.517159+00:00,516,90986.71,91006.90,-20.19,0.34,0.33,0.34,,btc-updown-15m-1767941100
2026-01-09T06:51:28.008251+00:00,512,90985.36,91006.90,-21.54,0.34,0.33,0.34,,btc-updown-15m-1767941100
2026-01-09T06:51:31.972190+00:00,508,90982.01,91006.90,-24.89,0.32,0.31,0.32,,btc-updown-15m-1767941100
2026-01-09T06:51:35.887753+00:00,504,90980.18,91006.90,-26.72,0.29,0.29,0.30,,btc-updown-15m-1767941100
2026-01-09T06:51:40.330383+00:00,500,90976.69,91006.90,-30.21,0.21,0.21,0.22,,btc-updown-15m-1767941100
2026-01-09T06:51:44.170231+00:00,496,90974.05,91006.90,-32.85,0.23,0.22,0.23,,btc-updown-15m-1767941100
2026-01-09T06:51:47.936323+00:00,492,90979.35,91006.90,-27.55,0.29,0.28,0.29,,btc-updown-15m-1767941100
2026-01-09T06:51:51.803685+00:00,488,90982.74,91006.90,-24.16,0.29,0.28,0.29,,btc-updown-15m-1767941100
2026-01-09T06:51:55.568833+00:00,484,90982.39,91006.90,-24.51,0.29,0.28,0.29,,btc-updown-15m-1767941100
2026-01-09T06:52:00.997667+00:00,479,90982.64,91006.90,-24.26,0.29,0.28,0.29,,btc-updown-15m-1767941100
2026-01-09T06:52:06.888509+00:00,473,90983.02,91006.90,-23.88,0.34,0.33,0.34,,btc-updown-15m-1767941100
2026-01-09T06:52:11.006530+00:00,469,90989.85,91006.90,-17.05,0.34,0.34,0.35,,btc-updown-15m-1767941100
2026-01-09T06:52:16.386216+00:00,464,90990.07,91006.90,-16.83,0.35,0.35,0.36,,btc-updown-15m-1767941100
2026-01-09T06:52:21.230200+00:00,459,90990.31,91006.90,-16.59,0.35,0.35,0.36,,btc-updown-15m-1767941100
2026-01-09T06:52:29.479754+00:00,451,90992.79,91006.90,-14.11,0.39,0.38,0.39,,btc-updown-15m-1767941100
2026-01-09T06:52:34.109228+00:00,446,90993.70,91006.90,-13.20,0.39,0.38,0.39,,btc-updown-15m-1767941100
2026-01-09T06:52:39.727931+00:00,440,90993.27,91006.90,-13.63,0.39,0.38,0.39,,btc-updown-15m-1767941100
2026-01-09T06:52:44.940733+00:00,435,90993.98,91006.90,-12.92,0.40,0.39,0.40,,btc-updown-15m-1767941100
2026-01-09T06:52:49.775119+00:00,430,90994.03,91006.90,-12.87,0.40,0.39,0.40,,btc-updown-15m-1767941100
2026-01-09T06:52:55.078115+00:00,425,90991.00,91006.90,-15.90,0.40,0.39,0.41,,btc-updown-15m-1767941100
2026-01-09T06:53:00.804994+00:00,419,90991.35,91006.90,-15.55,0.40,0.39,0.41,,btc-updown-15m-1767941100
2026-01-09T06:53:08.281383+00:00,412,90992.32,91006.90,-14.58,0.40,0.39,0.40,,btc-updown-15m-1767941100
2026-01-09T06:53:13.381428+00:00,407,90993.19,91006.90,-13.71,0.38,0.37,0.38,,btc-updown-15m-1767941100
2026-01-09T06:53:18.144019+00:00,402,90993.35,91006.90,-13.55,0.34,0.33,0.34,,btc-updown-15m-1767941100
2026-01-09T06:53:23.274947+00:00,397,90988.94,91006.90,-17.96,0.32,0.31,0.32,,btc-updown-15m-1767941100
2026-01-09T06:53:27.956112+00:00,392,90984.08,91006.90,-22.82,0.29,0.28,0.29,,btc-updown-15m-1767941100
2026-01-09T06:53:34.584236+00:00,385,90982.37,91006.90,-24.53,0.29,0.29,0.30,,btc-updown-15m-1767941100
2026-01-09T06:53:40.514462+00:00,379,90982.36,91006.90,-24.54,0.29,0.28,0.29,,btc-updown-15m-1767941100
2026-01-09T06:53:45.375807+00:00,375,90983.06,91006.90,-23.84,0.28,0.27,0.29,,btc-updown-15m-1767941100
2026-01-09T06:53:51.717541+00:00,368,90983.05,91006.90,-23.85,0.28,0.27,0.28,,btc-updown-15m-1767941100
2026-01-09T06:53:56.927685+00:00,363,90979.87,91006.90,-27.03,0.28,0.27,0.29,,btc-updown-15m-1767941100
2026-01-09T06:54:03.474690+00:00,357,90979.80,91006.90,-27.10,0.17,0.17,0.18,,btc-updown-15m-1767941100
2026-01-09T06:54:07.754907+00:00,352,90992.93,91006.90,-13.97,0.52,0.51,0.52,,btc-updown-15m-1767941100
2026-01-09T06:54:12.683938+00:00,347,91006.01,91006.90,-0.89,0.34,0.34,0.35,,btc-updown-15m-1767941100
2026-01-09T06:54:17.682710+00:00,342,90991.83,91006.90,-15.07,0.34,0.34,0.35,,btc-updown-15m-1767941100
2026-01-09T06:54:22.882255+00:00,337,90980.95,91006.90,-25.95,0.34,0.34,0.35,,btc-updown-15m-1767941100
2026-01-09T06:54:27.214205+00:00,333,90995.55,91006.90,-11.35,0.38,0.37,0.38,,btc-updown-15m-1767941100
2026-01-09T06:54:32.534497+00:00,327,90997.13,91006.90,-9.77,0.39,0.38,0.39,,btc-updown-15m-1767941100
2026-01-09T06:54:37.989291+00:00,322,90995.63,91006.90,-11.27,0.39,0.38,0.39,,btc-updown-15m-1767941100
2026-01-09T06:54:42.233265+00:00,318,90996.75,91006.90,-10.15,0.40,0.39,0.40,,btc-updown-15m-1767941100
2026-01-09T06:54:48.258621+00:00,312,90986.35,91006.90,-20.55,0.30,0.30,0.31,,btc-updown-15m-1767941100
2026-01-09T06:54:53.340138+00:00,307,90986.48,91006.90,-20.42,0.32,0.31,0.32,,btc-updown-15m-1767941100
2026-01-09T06:54:58.247698+00:00,302,90990.11,91006.90,-16.79,0.32,0.31,0.33,,btc-updown-15m-1767941100
2026-01-09T06:55:03.308140+00:00,297,90994.86,91006.90,-12.04,0.47,0.47,0.48,,btc-updown-15m-1767941100
2026-01-09T06:55:07.045336+00:00,293,91005.74,91006.90,-1.16,0.47,0.47,0.48,,btc-updown-15m-1767941100
2026-01-09T06:55:10.812203+00:00,289,91008.42,91006.90,1.52,0.51,0.50,0.51,,btc-updown-15m-1767941100
2026-01-09T06:55:15.838722+00:00,284,91008.17,91006.90,1.27,0.30,0.30,0.31,,btc-updown-15m-1767941100
2026-01-09T06:55:20.963513+00:00,279,90982.67,91006.90,-24.23,0.34,0.33,0.34,,btc-updown-15m-1767941100
2026-01-09T06:55:26.193959+00:00,274,90981.08,91006.90,-25.82,0.34,0.33,0.34,,btc-updown-15m-1767941100
2026-01-09T06:55:31.364112+00:00,269,90988.39,91006.90,-18.51,0.47,0.47,0.48,,btc-updown-15m-1767941100
2026-01-09T06:55:35.585969+00:00,264,91003.22,91006.90,-3.68,0.49,0.49,0.50,,btc-updown-15m-1767941100
2026-01-09T06:55:41.712395+00:00,258,91004.43,91006.90,-2.47,0.49,0.49,0.50,,btc-updown-15m-1767941100
2026-01-09T06:55:45.449666+00:00,255,91003.54,91006.90,-3.36,0.49,0.48,0.50,,btc-updown-15m-1767941100
2026-01-09T06:55:50.263470+00:00,250,91003.64,91006.90,-3.26,0.46,0.46,0.47,,btc-updown-15m-1767941100
2026-01-09T06:55:54.903165+00:00,245,91005.21,91006.90,-1.69,0.46,0.45,0.46,,btc-updown-15m-1767941100
2026-01-09T06:55:59.838512+00:00,240,91004.52,91006.90,-2.38,0.46,0.45,0.46,,btc-updown-15m-1767941100
2026-01-09T06:56:04.745306+00:00,235,91004.05,91006.90,-2.85,0.46,0.45,0.46,,btc-updown-15m-1767941100
2026-01-09T06:56:08.734595+00:00,231,91003.63,91006.90,-3.27,0.46,0.45,0.46,,btc-updown-15m-1767941100
2026-01-09T06:56:12.601250+00:00,227,91003.47,91006.90,-3.43,0.45,0.44,0.45,,btc-updown-15m-1767941100
2026-01-09T06:56:17.307973+00:00,223,91003.56,91006.90,-3.34,0.43,0.43,0.44,,btc-updown-15m-1767941100
2026-01-09T06:56:22.317388+00:00,218,91003.43,91006.90,-3.47,0.42,0.42,0.43,,btc-updown-15m-1767941100
2026-01-09T06:56:27.523287+00:00,212,91004.50,91006.90,-2.40,0.42,0.42,0.43,,btc-updown-15m-1767941100
2026-01-09T06:56:32.275755+00:00,208,91010.62,91006.90,3.72,0.52,0.51,0.52,,btc-updown-15m-1767941100
2026-01-09T06:56:36.896598+00:00,203,91005.88,91006.90,-1.02,0.51,0.50,0.51,,btc-updown-15m-1767941100
2026-01-09T06:56:41.603974+00:00,198,91005.44,91006.90,-1.46,0.47,0.47,0.48,,btc-updown-15m-1767941100
2026-01-09T06:56:46.785534+00:00,193,91011.90,91006.90,5.00,0.55,0.54,0.56,,btc-updown-15m-1767941100
2026-01-09T06:56:51.152065+00:00,189,91015.30,91006.90,8.40,0.55,0.54,0.55,,btc-updown-15m-1767941100
2026-01-09T06:56:55.350136+00:00,185,91015.13,91006.90,8.23,0.56,0.55,0.56,,btc-updown-15m-1767941100
2026-01-09T06:57:00.011361+00:00,180,91014.71,91006.90,7.81,0.51,0.50,0.51,,btc-updown-15m-1767941100
2026-01-09T06:57:05.369868+00:00,175,91014.57,91006.90,7.67,0.57,0.56,0.58,,btc-updown-15m-1767941100
2026-01-09T06:57:09.979371+00:00,170,91014.65,91006.90,7.75,0.58,0.58,0.59,,btc-updown-15m-1767941100
2026-01-09T06:57:14.148574+00:00,166,91014.83,91006.90,7.93,0.58,0.58,0.59,,btc-updown-15m-1767941100
2026-01-09T06:57:18.683464+00:00,161,91016.07,91006.90,9.17,0.59,0.59,0.60,,btc-updown-15m-1767941100
2026-01-09T06:57:24.398324+00:00,156,91018.93,91006.90,12.03,0.61,0.61,0.62,,btc-updown-15m-1767941100
2026-01-09T06:57:28.269079+00:00,152,91019.94,91006.90,13.04,0.66,0.65,0.66,,btc-updown-15m-1767941100
2026-01-09T06:57:32.923982+00:00,147,91020.69,91006.90,13.79,0.68,0.67,0.68,,btc-updown-15m-1767941100
2026-01-09T06:57:36.825831+00:00,143,91021.91,91006.90,15.01,0.69,0.68,0.69,,btc-updown-15m-1767941100
2026-01-09T06:57:42.337982+00:00,138,91021.68,91006.90,14.78,0.70,0.70,0.71,,btc-updown-15m-1767941100
2026-01-09T06:57:46.902619+00:00,133,91021.97,91006.90,15.07,0.51,0.50,0.51,,btc-updown-15m-1767941100
2026-01-09T06:57:52.516114+00:00,127,91022.62,91006.90,15.72,0.77,0.76,0.78,,btc-updown-15m-1767941100
2026-01-09T06:57:57.165324+00:00,123,91022.46,91006.90,15.56,0.78,0.77,0.78,,btc-updown-15m-1767941100
2026-01-09T06:58:02.255616+00:00,118,91022.47,91006.90,15.57,0.80,0.78,0.81,,btc-updown-15m-1767941100
2026-01-09T06:58:06.904892+00:00,113,91023.13,91006.90,16.23,0.82,0.81,0.83,,btc-updown-15m-1767941100
2026-01-09T06:58:11.205278+00:00,109,91023.05,91006.90,16.15,0.82,0.81,0.83,,btc-updown-15m-1767941100
2026-01-09T06:58:16.784959+00:00,103,91020.31,91006.90,13.41,0.81,0.80,0.81,,btc-updown-15m-1767941100
2026-01-09T06:58:22.510417+00:00,97,91019.61,91006.90,12.71,0.81,0.80,0.82,,btc-updown-15m-1767941100
2026-01-09T06:58:26.973220+00:00,93,91019.21,91006.90,12.31,0.81,0.80,0.81,,btc-updown-15m-1767941100
2026-01-09T06:58:31.393998+00:00,89,91018.93,91006.90,12.03,0.80,0.79,0.80,,btc-updown-15m-1767941100
2026-01-09T06:58:35.487528+00:00,85,91018.84,91006.90,11.94,0.81,0.80,0.81,,btc-updown-15m-1767941100
2026-01-09T06:58:40.405552+00:00,80,91018.10,91006.90,11.20,0.86,0.86,0.87,,btc-updown-15m-1767941100
2026-01-09T06:58:44.176560+00:00,76,91021.92,91006.90,15.02,0.89,0.88,0.89,,btc-updown-15m-1767941100
2026-01-09T06:58:50.394359+00:00,70,91023.17,91006.90,16.27,0.93,0.92,0.93,,btc-updown-15m-1767941100
2026-01-09T06:58:55.303514+00:00,65,91022.59,91006.90,15.69,0.95,0.95,0.96,,btc-updown-15m-1767941100
2026-01-09T06:59:01.086739+00:00,59,91032.68,91006.90,25.78,0.97,0.97,0.98,,btc-updown-15m-1767941100
2026-01-09T06:59:08.887961+00:00,51,91030.14,91006.90,23.24,0.97,0.97,0.98,,btc-updown-15m-1767941100
2026-01-09T06:59:14.100390+00:00,46,91030.93,91006.90,24.03,0.98,0.98,0.99,,btc-updown-15m-1767941100
2026-01-09T06:59:19.323750+00:00,41,91031.25,91006.90,24.35,0.98,0.98,0.99,,btc-updown-15m-1767941100
2026-01-09T06:59:23.189733+00:00,37,91031.01,91006.90,24.11,0.98,0.98,0.99,,btc-updown-15m-1767941100
2026-01-09T06:59:27.893493+00:00,32,91030.62,91006.90,23.72,0.98,0.98,0.99,,btc-updown-15m-1767941100
2026-01-09T06:59:33.900678+00:00,26,91032.20,91006.90,25.30,0.91,0.99,0.83,,btc-updown-15m-1767941100
2026-01-09T06:59:39.220560+00:00,21,91032.28,91006.90,25.38,0.91,0.99,0.83,,btc-updown-15m-1767941100
2026-01-09T06:59:43.457775+00:00,17,91031.53,91006.90,24.63,0.91,0.99,0.83,,btc-updown-15m-1767941100
2026-01-09T06:59:47.170859+00:00,13,91031.29,91006.90,24.39,0.91,0.99,0.83,,btc-updown-15m-1767941100
2026-01-09T06:59:53.025721+00:00,7,91021.26,91006.90,14.36,0.91,0.99,0.83,,btc-updown-15m-1767941100
2026-01-09T06:59:57.263483+00:00,3,91020.84,91006.90,13.94,0.91,0.99,0.83,,btc-updown-15m-1767941100
2026-01-09T07:00:01.020467+00:00,-1,91021.03,91006.90,14.13,0.91,0.99,0.83,,btc-updown-15m-1767941100
